,filename,input,dict,metric,value
108,FY-02-510,feature,g2p,cer,0.3229166567325592
109,FY-02-474,feature,g2p,cer,0.2671755850315094
110,FY-02-2509,feature,g2p,cer,0.2222222238779068
111,FY-02-1726,feature,g2p,cer,0.1566265076398849
112,FY-02-962,feature,g2p,cer,0.2844827473163605
113,FY-02-2853,feature,g2p,cer,0.3253012001514435
114,FY-02-543,feature,g2p,cer,0.3508771955966949
115,FY-02-1501,feature,g2p,cer,0.2879999876022339
116,FY-02-2208,feature,g2p,cer,0.1459853947162628
117,FY-02-857,feature,g2p,cer,0.2528735697269439
118,FY-02-2499,feature,g2p,cer,0.1666666716337204
119,FY-02-684,feature,g2p,cer,0.2000000029802322
120,FY-02-261,feature,g2p,cer,0.3048780560493469
121,FY-02-1092,feature,g2p,cer,0.3298968970775604
122,FY-02-365,feature,g2p,cer,0.2599999904632568
123,FY-02-905,feature,g2p,cer,0.0681818202137947
124,FY-02-3075,feature,g2p,cer,0.0961538478732109
125,FY-02-519,feature,g2p,cer,0.3650793731212616
126,FY-02-68,feature,g2p,cer,0.3177570104598999
127,FY-02-2616,feature,g2p,cer,0.2878787815570831
128,FY-02-1222,feature,g2p,cer,0.3333333432674408
129,FY-02-2384,feature,g2p,cer,0.2255639135837555
130,FY-02-2162,feature,g2p,cer,0.2833333313465118
131,FY-02-1888,feature,g2p,cer,0.2352941185235977
132,FY-02-1093,feature,g2p,cer,0.219696968793869
133,FY-02-456,feature,g2p,cer,0.1794871836900711
134,FY-02-3037,feature,g2p,cer,0.3385826647281647
135,FY-02-3211,feature,g2p,cer,0.3237410187721252
136,FY-02-1372,feature,g2p,cer,0.2237762212753296
137,FY-02-3288,feature,g2p,cer,0.5263158082962036
138,FY-02-24,feature,g2p,cer,0.2307692319154739
139,FY-02-2327,feature,g2p,cer,0.2352941185235977
140,FY-02-2573,feature,g2p,cer,0.2168674767017364
141,FY-02-1253,feature,g2p,cer,0.2377049177885055
142,FY-02-803,feature,g2p,cer,0.3302752375602722
143,FY-02-2069,feature,g2p,cer,0.3150684833526611
144,FY-02-2773,feature,g2p,cer,0.5686274766921997
145,FY-02-3192,feature,g2p,cer,0.0606060624122619
146,FY-02-3364,feature,g2p,cer,0.3162393271923065
147,FY-02-2337,feature,g2p,cer,0.2808219194412231
148,FY-02-241,feature,g2p,cer,0.2708333432674408
149,FY-02-571,feature,g2p,cer,0.2352941185235977
150,FY-02-2574,feature,g2p,cer,0.3372093141078949
151,FY-02-284,feature,g2p,cer,0.2247191071510315
152,FY-02-1563,feature,g2p,cer,0.3539822995662689
153,FY-02-599,feature,g2p,cer,0.2716049253940582
154,FY-02-2876,feature,g2p,cer,0.1333333402872085
155,FY-02-1529,feature,g2p,cer,0.550000011920929
156,FY-02-3026,feature,g2p,cer,0.3030303120613098
157,FY-02-2769,feature,g2p,cer,0.3768115937709808
158,FY-02-1256,feature,g2p,cer,0.1367521435022354
159,FY-02-2508,feature,g2p,cer,0.3272727131843567
160,FY-02-3349,feature,g2p,cer,0.3225806355476379
161,FY-02-3295,feature,g2p,cer,0.1558441519737243
162,FY-02-2200,feature,g2p,cer,0.1824324280023574
163,FY-02-521,feature,g2p,cer,0.1558441519737243
164,FY-02-382,feature,g2p,cer,0.3203883469104767
165,FY-02-946,feature,g2p,cer,0.1379310339689254
166,FY-02-1939,feature,g2p,cer,0.3240740597248077
167,FY-02-1370,feature,g2p,cer,0.2173912972211837
168,FY-02-642,feature,g2p,cer,0.1666666716337204
169,FY-02-1556,feature,g2p,cer,0.2424242496490478
170,FY-02-3320,feature,g2p,cer,0.4459459483623504
171,FY-02-2719,feature,g2p,cer,0.3684210479259491
172,FY-02-193,feature,g2p,cer,0.3069306910037994
173,FY-02-2668,feature,g2p,cer,0.328947365283966
174,FY-02-1475,feature,g2p,cer,0.3466666638851166
175,FY-02-1300,feature,g2p,cer,0.0827067643404007
176,FY-02-1360,feature,g2p,cer,0.211764708161354
177,FY-02-896,feature,g2p,cer,0.25
178,FY-02-3287,feature,g2p,cer,0.0909090936183929
179,FY-02-3416,feature,g2p,cer,0.3679245412349701
180,FY-02-2220,feature,g2p,cer,0.2547169923782348
181,FY-02-1143,feature,g2p,cer,0.3125
182,FY-02-223,feature,g2p,cer,0.2232142835855484
183,FY-02-2458,feature,g2p,cer,0.3076923191547394
184,FY-02-573,feature,g2p,cer,0.1538461595773697
185,FY-02-2531,feature,g2p,cer,0.2980769276618957
186,FY-02-2554,feature,g2p,cer,0.1935483813285827
187,FY-02-1110,feature,g2p,cer,0.2112676054239273
188,FY-02-929,feature,g2p,cer,0.2872340381145477
189,FY-02-1299,feature,g2p,cer,0.2000000029802322
190,FY-02-1030,feature,g2p,cer,0.4352941215038299
191,FY-02-342,feature,g2p,cer,0.3529411852359772
192,FY-02-2345,feature,g2p,cer,0.3035714328289032
193,FY-02-1533,feature,g2p,cer,0.2545454502105713
194,FY-02-1126,feature,g2p,cer,0.3170731663703918
195,FY-02-238,feature,g2p,cer,0.2612612545490265
196,FY-02-1220,feature,g2p,cer,0.3214285671710968
197,FY-02-2228,feature,g2p,cer,0.1505376398563385
198,FY-02-201,feature,g2p,cer,0.3821138143539428
199,FY-02-3326,feature,g2p,cer,0.4246575236320495
200,FY-02-2515,feature,real,cer,0.0
201,FY-02-711,feature,real,cer,0.2268041223287582
202,FY-02-1429,feature,real,cer,0.2205882370471954
203,FY-02-1338,feature,real,cer,0.1461538523435592
204,FY-02-1937,feature,real,cer,0.3333333432674408
205,FY-02-2678,feature,real,cer,0.2745098173618316
206,FY-02-2851,feature,real,cer,0.1407407373189926
207,FY-02-2016,feature,real,cer,0.3055555522441864
208,FY-02-510,feature,real,cer,0.1666666716337204
209,FY-02-474,feature,real,cer,0.2061068713665008
210,FY-02-2509,feature,real,cer,0.2698412835597992
211,FY-02-1726,feature,real,cer,0.2891566157341003
212,FY-02-962,feature,real,cer,0.25
213,FY-02-2853,feature,real,cer,0.22891566157341
214,FY-02-543,feature,real,cer,0.2456140369176864
215,FY-02-1501,feature,real,cer,0.2000000029802322
216,FY-02-2208,feature,real,cer,0.131386861205101
217,FY-02-857,feature,real,cer,0.2873563170433044
218,FY-02-2499,feature,real,cer,0.0833333358168602
219,FY-02-684,feature,real,cer,0.2470588237047195
220,FY-02-261,feature,real,cer,0.3292683064937591
221,FY-02-1092,feature,real,cer,0.1958762854337692
222,FY-02-365,feature,real,cer,0.1800000071525573
223,FY-02-905,feature,real,cer,0.2272727340459823
224,FY-02-3075,feature,real,cer,0.2115384638309478
225,FY-02-519,feature,real,cer,0.1190476194024086
226,FY-02-68,feature,real,cer,0.2897196114063263
227,FY-02-2616,feature,real,cer,0.1969697028398513
228,FY-02-1222,feature,real,cer,0.3055555522441864
229,FY-02-2384,feature,real,cer,0.1804511249065399
230,FY-02-2162,feature,real,cer,0.116666667163372
231,FY-02-1888,feature,real,cer,0.2745098173618316
232,FY-02-1093,feature,real,cer,0.0909090936183929
233,FY-02-456,feature,real,cer,0.2307692319154739
234,FY-02-3037,feature,real,cer,0.2598425149917602
235,FY-02-3211,feature,real,cer,0.2733812928199768
236,FY-02-1372,feature,real,cer,0.2307692319154739
237,FY-02-3288,feature,real,cer,0.3859649002552032
238,FY-02-24,feature,real,cer,0.2136752158403396
239,FY-02-2327,feature,real,cer,0.2352941185235977
240,FY-02-2573,feature,real,cer,0.22891566157341
241,FY-02-1253,feature,real,cer,0.1229508221149444
242,FY-02-803,feature,real,cer,0.1467889845371246
243,FY-02-2069,feature,real,cer,0.2191780805587768
244,FY-02-2773,feature,real,cer,0.2549019753932953
245,FY-02-3192,feature,real,cer,0.2575757503509521
246,FY-02-3364,feature,real,cer,0.2905983030796051
247,FY-02-2337,feature,real,cer,0.1917808204889297
248,FY-02-241,feature,real,cer,0.2916666567325592
249,FY-02-571,feature,real,cer,0.2647058963775635
250,FY-02-2574,feature,real,cer,0.1279069781303405
251,FY-02-284,feature,real,cer,0.1685393303632736
252,FY-02-1563,feature,real,cer,0.3185840845108032
253,FY-02-599,feature,real,cer,0.1358024626970291
254,FY-02-2876,feature,real,cer,0.1777777820825576
255,FY-02-1529,feature,real,cer,0.550000011920929
256,FY-02-3026,feature,real,cer,0.1212121248245239
257,FY-02-2769,feature,real,cer,0.2971014380455017
258,FY-02-1256,feature,real,cer,0.1965811997652053
259,FY-02-2508,feature,real,cer,0.2727272808551788
260,FY-02-3349,feature,real,cer,0.2903225719928741
261,FY-02-3295,feature,real,cer,0.1688311696052551
262,FY-02-2200,feature,real,cer,0.236486479640007
263,FY-02-521,feature,real,cer,0.129870131611824
264,FY-02-382,feature,real,cer,0.2621359229087829
265,FY-02-946,feature,real,cer,0.1172413825988769
266,FY-02-1939,feature,real,cer,0.3055555522441864
267,FY-02-1370,feature,real,cer,0.2173912972211837
268,FY-02-642,feature,real,cer,0.1052631586790084
269,FY-02-1556,feature,real,cer,0.2828282713890075
270,FY-02-3320,feature,real,cer,0.3243243098258972
271,FY-02-2719,feature,real,cer,0.2105263173580169
272,FY-02-193,feature,real,cer,0.1485148519277572
273,FY-02-2668,feature,real,cer,0.2236842066049575
274,FY-02-1475,feature,real,cer,0.2533333301544189
275,FY-02-1300,feature,real,cer,0.120300754904747
276,FY-02-1360,feature,real,cer,0.3529411852359772
277,FY-02-896,feature,real,cer,0.0
278,FY-02-3287,feature,real,cer,0.1022727265954017
279,FY-02-3416,feature,real,cer,0.3113207519054413
280,FY-02-2220,feature,real,cer,0.2264150977134704
281,FY-02-1143,feature,real,cer,0.046875
282,FY-02-223,feature,real,cer,0.0892857164144516
283,FY-02-2458,feature,real,cer,0.1230769231915474
284,FY-02-573,feature,real,cer,0.410256415605545
285,FY-02-2531,feature,real,cer,0.1730769276618957
286,FY-02-2554,feature,real,cer,0.2096774131059646
287,FY-02-1110,feature,real,cer,0.1830985844135284
288,FY-02-929,feature,real,cer,0.1382978707551956
289,FY-02-1299,feature,real,cer,0.2000000029802322
290,FY-02-1030,feature,real,cer,0.3764705955982208
291,FY-02-342,feature,real,cer,0.4705882370471954
292,FY-02-2345,feature,real,cer,0.3214285671710968
293,FY-02-1533,feature,real,cer,0.2181818187236786
294,FY-02-1126,feature,real,cer,0.1097560971975326
295,FY-02-238,feature,real,cer,0.1531531512737274
296,FY-02-1220,feature,real,cer,0.1547619104385376
297,FY-02-2228,feature,real,cer,0.2043010741472244
298,FY-02-201,feature,real,cer,0.2845528423786163
299,FY-02-3326,feature,real,cer,0.1917808204889297
300,FY-02-2515,phone,phonerec,cer,0.3000000119209289
301,FY-02-711,phone,phonerec,cer,0.2680412232875824
302,FY-02-1429,phone,phonerec,cer,0.3382352888584137
303,FY-02-1338,phone,phonerec,cer,0.3538461625576019
304,FY-02-1937,phone,phonerec,cer,0.3030303120613098
305,FY-02-2678,phone,phonerec,cer,0.3333333432674408
306,FY-02-2851,phone,phonerec,cer,0.2962962985038757
307,FY-02-2016,phone,phonerec,cer,0.3333333432674408
308,FY-02-510,phone,phonerec,cer,0.4479166567325592
309,FY-02-474,phone,phonerec,cer,0.2977099120616913
310,FY-02-2509,phone,phonerec,cer,0.3333333432674408
311,FY-02-1726,phone,phonerec,cer,0.3253012001514435
312,FY-02-962,phone,phonerec,cer,0.2327586263418197
313,FY-02-2853,phone,phonerec,cer,0.337349385023117
314,FY-02-543,phone,phonerec,cer,0.4122807085514068
315,FY-02-1501,phone,phonerec,cer,0.2560000121593475
316,FY-02-2208,phone,phonerec,cer,0.2700729966163635
317,FY-02-857,phone,phonerec,cer,0.4482758641242981
318,FY-02-2499,phone,phonerec,cer,0.28125
319,FY-02-684,phone,phonerec,cer,0.3411764800548553
320,FY-02-261,phone,phonerec,cer,0.3048780560493469
321,FY-02-1092,phone,phonerec,cer,0.2164948433637619
322,FY-02-365,phone,phonerec,cer,0.4866666793823242
323,FY-02-905,phone,phonerec,cer,0.2045454531908035
324,FY-02-3075,phone,phonerec,cer,0.5384615659713745
325,FY-02-519,phone,phonerec,cer,0.3888888955116272
326,FY-02-68,phone,phonerec,cer,0.2710280418395996
327,FY-02-2616,phone,phonerec,cer,0.3939394056797027
328,FY-02-1222,phone,phonerec,cer,0.3888888955116272
329,FY-02-2384,phone,phonerec,cer,0.3533834517002105
330,FY-02-2162,phone,phonerec,cer,0.2833333313465118
331,FY-02-1888,phone,phonerec,cer,0.3333333432674408
332,FY-02-1093,phone,phonerec,cer,0.3939394056797027
333,FY-02-456,phone,phonerec,cer,0.5641025900840759
334,FY-02-3037,phone,phonerec,cer,0.3070866167545318
335,FY-02-3211,phone,phonerec,cer,0.4460431635379791
336,FY-02-1372,phone,phonerec,cer,0.3636363744735718
337,FY-02-3288,phone,phonerec,cer,0.5263158082962036
338,FY-02-24,phone,phonerec,cer,0.3247863352298736
339,FY-02-2327,phone,phonerec,cer,0.4313725531101227
340,FY-02-2573,phone,phonerec,cer,0.3975903689861297
341,FY-02-1253,phone,phonerec,cer,0.2704918086528778
342,FY-02-803,phone,phonerec,cer,0.3394495546817779
343,FY-02-2069,phone,phonerec,cer,0.3013698756694793
344,FY-02-2773,phone,phonerec,cer,0.2745098173618316
345,FY-02-3192,phone,phonerec,cer,0.1212121248245239
346,FY-02-3364,phone,phonerec,cer,0.3589743673801422
347,FY-02-2337,phone,phonerec,cer,0.267123281955719
348,FY-02-241,phone,phonerec,cer,0.3541666567325592
349,FY-02-571,phone,phonerec,cer,0.4852941036224365
350,FY-02-2574,phone,phonerec,cer,0.3139534890651703
351,FY-02-284,phone,phonerec,cer,0.3595505654811859
352,FY-02-1563,phone,phonerec,cer,0.2831858396530151
353,FY-02-599,phone,phonerec,cer,0.2469135820865631
354,FY-02-2876,phone,phonerec,cer,0.2222222238779068
355,FY-02-1529,phone,phonerec,cer,0.3499999940395355
356,FY-02-3026,phone,phonerec,cer,0.2121212184429168
357,FY-02-2769,phone,phonerec,cer,0.2971014380455017
358,FY-02-1256,phone,phonerec,cer,0.2991453111171722
359,FY-02-2508,phone,phonerec,cer,0.3272727131843567
360,FY-02-3349,phone,phonerec,cer,0.2903225719928741
361,FY-02-3295,phone,phonerec,cer,0.2467532455921173
362,FY-02-2200,phone,phonerec,cer,0.2635135054588318
363,FY-02-521,phone,phonerec,cer,0.3636363744735718
364,FY-02-382,phone,phonerec,cer,0.3883495032787323
365,FY-02-946,phone,phonerec,cer,0.3241379261016845
366,FY-02-1939,phone,phonerec,cer,0.3703703582286834
367,FY-02-1370,phone,phonerec,cer,0.3260869681835174
368,FY-02-642,phone,phonerec,cer,0.3333333432674408
369,FY-02-1556,phone,phonerec,cer,0.4343434274196625
370,FY-02-3320,phone,phonerec,cer,0.4054054021835327
371,FY-02-2719,phone,phonerec,cer,0.5789473652839661
372,FY-02-193,phone,phonerec,cer,0.3663366436958313
373,FY-02-2668,phone,phonerec,cer,0.3552631437778473
374,FY-02-1475,phone,phonerec,cer,0.3466666638851166
375,FY-02-1300,phone,phonerec,cer,0.2030075192451477
376,FY-02-1360,phone,phonerec,cer,0.4470588266849518
377,FY-02-896,phone,phonerec,cer,0.0625
378,FY-02-3287,phone,phonerec,cer,0.1818181872367859
379,FY-02-3416,phone,phonerec,cer,0.2641509473323822
380,FY-02-2220,phone,phonerec,cer,0.4433962404727936
381,FY-02-1143,phone,phonerec,cer,0.328125
382,FY-02-223,phone,phonerec,cer,0.2767857015132904
383,FY-02-2458,phone,phonerec,cer,0.2153846174478531
384,FY-02-573,phone,phonerec,cer,0.3846153914928436
385,FY-02-2531,phone,phonerec,cer,0.3461538553237915
386,FY-02-2554,phone,phonerec,cer,0.2580645084381103
387,FY-02-1110,phone,phonerec,cer,0.3028168976306915
388,FY-02-929,phone,phonerec,cer,0.1914893686771392
389,FY-02-1299,phone,phonerec,cer,0.2923077046871185
390,FY-02-1030,phone,phonerec,cer,0.3294117748737335
391,FY-02-342,phone,phonerec,cer,0.294117659330368
392,FY-02-2345,phone,phonerec,cer,0.3571428656578064
393,FY-02-1533,phone,phonerec,cer,0.3090909123420715
394,FY-02-1126,phone,phonerec,cer,0.2560975551605224
395,FY-02-238,phone,phonerec,cer,0.3693693578243255
396,FY-02-1220,phone,phonerec,cer,0.2857142984867096
397,FY-02-2228,phone,phonerec,cer,0.4193548262119293
398,FY-02-201,phone,phonerec,cer,0.3333333432674408
399,FY-02-3326,phone,phonerec,cer,0.3013698756694793
400,FY-02-2515,phone,g2p,cer,0.2666666805744171
401,FY-02-711,phone,g2p,cer,0.1546391695737838
402,FY-02-1429,phone,g2p,cer,0.3014705777168274
403,FY-02-1338,phone,g2p,cer,0.2384615391492843
404,FY-02-1937,phone,g2p,cer,0.4242424368858337
405,FY-02-2678,phone,g2p,cer,0.343137264251709
406,FY-02-2851,phone,g2p,cer,0.3481481373310089
407,FY-02-2016,phone,g2p,cer,0.2083333283662796
408,FY-02-510,phone,g2p,cer,0.1770833283662796
409,FY-02-474,phone,g2p,cer,0.2671755850315094
410,FY-02-2509,phone,g2p,cer,0.2380952388048172
411,FY-02-1726,phone,g2p,cer,0.2048192769289016
412,FY-02-962,phone,g2p,cer,0.2327586263418197
413,FY-02-2853,phone,g2p,cer,0.3012048304080963
414,FY-02-543,phone,g2p,cer,0.2807017564773559
415,FY-02-1501,phone,g2p,cer,0.1360000073909759
416,FY-02-2208,phone,g2p,cer,0.2481751888990402
417,FY-02-857,phone,g2p,cer,0.1839080452919006
418,FY-02-2499,phone,g2p,cer,0.15625
419,FY-02-684,phone,g2p,cer,0.2352941185235977
420,FY-02-261,phone,g2p,cer,0.2682926952838897
421,FY-02-1092,phone,g2p,cer,0.2783505022525787
422,FY-02-365,phone,g2p,cer,0.2399999946355819
423,FY-02-905,phone,g2p,cer,0.1363636404275894
424,FY-02-3075,phone,g2p,cer,0.25
425,FY-02-519,phone,g2p,cer,0.1984127014875412
426,FY-02-68,phone,g2p,cer,0.2990654110908508
427,FY-02-2616,phone,g2p,cer,0.3409090936183929
428,FY-02-1222,phone,g2p,cer,0.3472222089767456
429,FY-02-2384,phone,g2p,cer,0.2857142984867096
430,FY-02-2162,phone,g2p,cer,0.1000000014901161
431,FY-02-1888,phone,g2p,cer,0.2254901975393295
432,FY-02-1093,phone,g2p,cer,0.2272727340459823
433,FY-02-456,phone,g2p,cer,0.2051282078027725
434,FY-02-3037,phone,g2p,cer,0.1496063023805618
435,FY-02-3211,phone,g2p,cer,0.2446043193340301
436,FY-02-1372,phone,g2p,cer,0.2027972042560577
437,FY-02-3288,phone,g2p,cer,0.4035087823867798
438,FY-02-24,phone,g2p,cer,0.1794871836900711
439,FY-02-2327,phone,g2p,cer,0.2745098173618316
440,FY-02-2573,phone,g2p,cer,0.1807228922843933
441,FY-02-1253,phone,g2p,cer,0.2377049177885055
442,FY-02-803,phone,g2p,cer,0.2293577939271927
443,FY-02-2069,phone,g2p,cer,0.2465753406286239
444,FY-02-2773,phone,g2p,cer,0.3921568691730499
445,FY-02-3192,phone,g2p,cer,0.2121212184429168
446,FY-02-3364,phone,g2p,cer,0.3333333432674408
447,FY-02-2337,phone,g2p,cer,0.1849315017461776
448,FY-02-241,phone,g2p,cer,0.3541666567325592
449,FY-02-571,phone,g2p,cer,0.1029411777853965
450,FY-02-2574,phone,g2p,cer,0.1279069781303405
451,FY-02-284,phone,g2p,cer,0.3258427083492279
452,FY-02-1563,phone,g2p,cer,0.2212389409542083
453,FY-02-599,phone,g2p,cer,0.3086419701576233
454,FY-02-2876,phone,g2p,cer,0.2000000029802322
455,FY-02-1529,phone,g2p,cer,0.4000000059604645
456,FY-02-3026,phone,g2p,cer,0.2424242496490478
457,FY-02-2769,phone,g2p,cer,0.2173912972211837
458,FY-02-1256,phone,g2p,cer,0.2051282078027725
459,FY-02-2508,phone,g2p,cer,0.4000000059604645
460,FY-02-3349,phone,g2p,cer,0.1397849470376968
461,FY-02-3295,phone,g2p,cer,0.3246753215789795
462,FY-02-2200,phone,g2p,cer,0.1959459483623504
463,FY-02-521,phone,g2p,cer,0.1688311696052551
464,FY-02-382,phone,g2p,cer,0.1844660192728042
465,FY-02-946,phone,g2p,cer,0.2344827651977539
466,FY-02-1939,phone,g2p,cer,0.3240740597248077
467,FY-02-1370,phone,g2p,cer,0.3478260934352875
468,FY-02-642,phone,g2p,cer,0.1228070184588432
469,FY-02-1556,phone,g2p,cer,0.2828282713890075
470,FY-02-3320,phone,g2p,cer,0.2162162214517593
471,FY-02-2719,phone,g2p,cer,0.4210526347160339
472,FY-02-193,phone,g2p,cer,0.2376237660646438
473,FY-02-2668,phone,g2p,cer,0.1710526347160339
474,FY-02-1475,phone,g2p,cer,0.2266666740179062
475,FY-02-1300,phone,g2p,cer,0.1428571492433548
476,FY-02-1360,phone,g2p,cer,0.2000000029802322
477,FY-02-896,phone,g2p,cer,0.125
478,FY-02-3287,phone,g2p,cer,0.125
479,FY-02-3416,phone,g2p,cer,0.3018867969512939
480,FY-02-2220,phone,g2p,cer,0.2452830225229263
481,FY-02-1143,phone,g2p,cer,0.1875
482,FY-02-223,phone,g2p,cer,0.2410714328289032
483,FY-02-2458,phone,g2p,cer,0.1230769231915474
484,FY-02-573,phone,g2p,cer,0.1794871836900711
485,FY-02-2531,phone,g2p,cer,0.375
486,FY-02-2554,phone,g2p,cer,0.2419354766607284
487,FY-02-1110,phone,g2p,cer,0.2042253464460373
488,FY-02-929,phone,g2p,cer,0.0638297870755195
489,FY-02-1299,phone,g2p,cer,0.2615384757518768
